id,name_en,name_ja,base_stat_total,hp,attack,defense,special-attack,special-defense,speed,types,sprite_url,generation,evolution_stage,is_legendary,is_mythical,total_score_en,total_score_ja
633,deino,モノズ,300,52,65,50,45,50,38,"dark,dragon",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/633.png,generation-v,0,False,False,4,14
634,zweilous,ジヘッド,420,72,85,70,65,70,58,"dark,dragon",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/634.png,generation-v,1,False,False,7,14
635,hydreigon,サザンドラ,600,92,105,90,125,90,98,"dark,dragon",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/635.png,generation-v,2,False,False,8,26
636,larvesta,メラルバ,360,55,85,55,50,55,60,"bug,fire",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/636.png,generation-v,0,False,False,9,20
637,volcarona,ウルガモス,550,85,60,65,135,105,100,"bug,fire",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/637.png,generation-v,1,False,False,8,21
638,cobalion,コバルオン,580,91,90,129,90,72,108,"steel,fighting",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/638.png,generation-v,0,True,False,7,21
639,terrakion,テラキオン,580,91,129,90,72,90,108,"rock,fighting",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/639.png,generation-v,0,True,False,5,18
640,virizion,ビリジオン,580,91,90,72,90,129,108,"grass,fighting",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/640.png,generation-v,0,True,False,7,14
641,tornadus-incarnate,トルネロス,580,79,115,70,125,80,111,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/641.png,generation-v,-1,True,False,13,20
642,thundurus-incarnate,ボルトロス,580,79,115,70,125,80,111,"electric,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/642.png,generation-v,-1,True,False,12,22
643,reshiram,レシラム,680,100,120,100,150,120,90,"dragon,fire",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/643.png,generation-v,0,True,False,7,15
644,zekrom,ゼクロム,680,100,150,120,120,100,90,"dragon,electric",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/644.png,generation-v,0,True,False,6,16
645,landorus-incarnate,ランドロス,600,89,125,90,115,80,101,"ground,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/645.png,generation-v,-1,True,False,12,21
646,kyurem,キュレム,660,125,130,90,130,90,95,"dragon,ice",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/646.png,generation-v,0,True,False,5,9
647,keldeo-ordinary,ケルディオ,580,91,72,90,129,90,108,"water,fighting",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/647.png,generation-v,-1,False,True,9,18
648,meloetta-aria,メロエッタ,600,100,77,77,128,128,90,"normal,psychic",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/648.png,generation-v,-1,False,True,6,20
649,genesect,ゲノセクト,600,71,120,95,120,95,99,"bug,steel",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/649.png,generation-v,0,False,True,9,22
650,chespin,ハリマロン,313,56,61,65,48,45,38,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/650.png,generation-vi,0,False,False,7,20
651,quilladin,ハリボーグ,405,61,78,95,56,58,57,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/651.png,generation-vi,1,False,False,8,23
652,chesnaught,ブリガロン,530,88,107,122,74,75,64,"grass,fighting",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/652.png,generation-vi,2,False,False,8,19
653,fennekin,フォッコ,307,40,45,40,62,60,60,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/653.png,generation-vi,0,False,False,6,13
654,braixen,テールナー,409,59,59,58,90,70,73,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/654.png,generation-vi,1,False,False,8,23
655,delphox,マフォクシー,534,75,69,72,114,100,104,"fire,psychic",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/655.png,generation-vi,2,False,False,8,20
656,froakie,ケロマツ,314,41,56,40,62,44,71,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/656.png,generation-vi,0,False,False,4,18
657,frogadier,ゲコガシラ,405,54,63,52,83,56,97,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/657.png,generation-vi,1,False,False,6,25
658,greninja,ゲッコウガ,530,72,95,67,103,71,122,"water,dark",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/658.png,generation-vi,2,False,False,9,21
659,bunnelby,ホルビー,237,38,36,38,32,36,57,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/659.png,generation-vi,0,False,False,6,13
660,diggersby,ホルード,423,85,56,77,50,77,78,"normal,ground",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/660.png,generation-vi,1,False,False,6,17
661,fletchling,ヤヤコマ,278,45,50,43,40,38,62,"normal,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/661.png,generation-vi,0,False,False,8,23
662,fletchinder,ヒノヤコマ,382,62,73,55,56,52,84,"fire,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/662.png,generation-vi,1,False,False,9,24
663,talonflame,ファイアロー,499,78,81,71,74,69,126,"fire,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/663.png,generation-vi,2,False,False,10,26
664,scatterbug,コフキムシ,200,38,35,40,27,25,35,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/664.png,generation-vi,0,False,False,7,15
665,spewpa,コフーライ,213,45,22,60,27,30,29,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/665.png,generation-vi,1,False,False,4,19
666,vivillon,ビビヨン,411,80,52,50,90,50,89,"bug,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/666.png,generation-vi,2,False,False,6,12
667,litleo,シシコ,369,62,50,58,73,54,72,"fire,normal",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/667.png,generation-vi,0,False,False,6,9
668,pyroar,カエンジシ,507,86,68,72,109,66,106,"fire,normal",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/668.png,generation-vi,1,False,False,5,16
669,flabebe,フラベベ,303,44,38,39,61,79,42,fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/669.png,generation-vi,0,False,False,5,19
670,floette,フラエッテ,371,54,45,47,75,98,52,fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/670.png,generation-vi,1,False,False,5,18
671,florges,フラージェス,552,78,65,68,112,154,75,fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/671.png,generation-vi,2,False,False,9,24
672,skiddo,メェークル,350,66,65,48,62,57,52,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/672.png,generation-vi,0,False,False,5,17
673,gogoat,ゴーゴート,531,123,100,62,97,81,68,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/673.png,generation-vi,1,False,False,4,27
674,pancham,ヤンチャム,348,67,82,62,46,48,43,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/674.png,generation-vi,0,False,False,6,12
675,pangoro,ゴロンダ,495,95,124,78,69,71,58,"fighting,dark",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/675.png,generation-vi,1,False,False,3,19
676,furfrou,トリミアン,472,75,80,60,65,90,102,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/676.png,generation-vi,0,False,False,4,16
677,espurr,ニャスパー,355,62,48,54,63,60,68,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/677.png,generation-vi,0,False,False,3,17
678,meowstic-male,ニャオニクス,466,74,48,76,83,81,104,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/678.png,generation-vi,-1,False,False,10,15
679,honedge,ヒトツキ,325,45,80,100,35,37,28,"steel,ghost",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/679.png,generation-vi,0,False,False,7,12
680,doublade,ニダンギル,448,59,110,150,45,49,35,"steel,ghost",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/680.png,generation-vi,1,False,False,7,16
681,aegislash-shield,ギルガルド,500,60,50,140,50,140,60,"steel,ghost",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/681.png,generation-vi,-1,False,False,10,22
682,spritzee,シュシュプ,341,78,52,60,63,65,23,fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/682.png,generation-vi,0,False,False,9,7
683,aromatisse,フレフワン,462,101,72,72,99,89,29,fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/683.png,generation-vi,1,False,False,7,17
684,swirlix,ペロッパフ,341,62,48,66,59,57,49,fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/684.png,generation-vi,0,False,False,8,19
685,slurpuff,ペロリーム,480,82,80,86,85,75,72,fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/685.png,generation-vi,1,False,False,6,16
686,inkay,マーイーカ,288,53,54,53,37,46,45,"dark,psychic",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/686.png,generation-vi,0,False,False,2,22
687,malamar,カラマネロ,482,86,92,88,68,75,73,"dark,psychic",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/687.png,generation-vi,1,False,False,6,27
688,binacle,カメテテ,306,42,52,67,39,56,50,"rock,water",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/688.png,generation-vi,0,False,False,6,18
689,barbaracle,ガメノデス,500,72,105,115,54,86,68,"rock,water",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/689.png,generation-vi,1,False,False,7,24
690,skrelp,クズモー,320,50,60,60,60,60,30,"poison,water",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/690.png,generation-vi,0,False,False,8,17
691,dragalge,ドラミドロ,494,65,75,90,97,123,44,"poison,dragon",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/691.png,generation-vi,1,False,False,9,25
692,clauncher,ウデッポウ,330,50,53,62,58,63,44,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/692.png,generation-vi,0,False,False,7,17
693,clawitzer,ブロスター,500,71,73,88,120,89,59,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/693.png,generation-vi,1,False,False,7,24
694,helioptile,エリキテル,289,44,38,33,61,43,70,"electric,normal",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/694.png,generation-vi,0,False,False,8,15
695,heliolisk,エレザード,481,62,55,52,109,94,109,"electric,normal",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/695.png,generation-vi,1,False,False,8,27
696,tyrunt,チゴラス,362,58,89,77,45,45,48,"rock,dragon",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/696.png,generation-vi,0,False,False,8,17
697,tyrantrum,ガチゴラス,521,82,121,119,69,59,71,"rock,dragon",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/697.png,generation-vi,1,False,False,11,24
698,amaura,アマルス,362,77,59,50,67,63,46,"rock,ice",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/698.png,generation-vi,0,False,False,3,18
699,aurorus,アマルルガ,521,123,77,72,99,92,58,"rock,ice",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/699.png,generation-vi,1,False,False,6,25
700,sylveon,ニンフィア,525,95,65,65,110,130,60,fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/700.png,generation-vi,1,False,False,7,13
701,hawlucha,ルチャブル,500,78,92,75,74,63,118,"fighting,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/701.png,generation-vi,0,False,False,5,12
702,dedenne,デデンネ,431,67,58,57,81,67,101,"electric,fairy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/702.png,generation-vi,0,False,False,6,15
703,carbink,メレシー,500,50,50,150,50,150,50,"rock,fairy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/703.png,generation-vi,0,False,False,6,12
704,goomy,ヌメラ,300,45,50,35,55,75,40,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/704.png,generation-vi,0,False,False,2,13
705,sliggoo,ヌメイル,452,68,75,53,83,113,60,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/705.png,generation-vi,1,False,False,5,12
706,goodra,ヌメルゴン,600,90,100,70,110,150,80,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/706.png,generation-vi,2,False,False,5,17
707,klefki,クレッフィ,470,57,80,91,80,87,75,"steel,fairy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/707.png,generation-vi,0,False,False,5,12
708,phantump,ボクレー,309,43,70,48,50,60,38,"ghost,grass",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/708.png,generation-vi,0,False,False,7,17
709,trevenant,オーロット,474,85,110,76,65,82,56,"ghost,grass",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/709.png,generation-vi,1,False,False,11,21
710,pumpkaboo-average,バケッチャ,335,49,66,70,44,55,51,"ghost,grass",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/710.png,generation-vi,-1,False,False,9,14
711,gourgeist-average,パンプジン,494,65,90,122,58,75,84,"ghost,grass",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/711.png,generation-vi,-1,False,False,9,14
712,bergmite,カチコール,304,55,69,85,32,35,28,ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/712.png,generation-vi,0,False,False,5,21
713,avalugg,クレベース,514,95,117,184,44,46,28,ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/713.png,generation-vi,1,False,False,5,19
714,noibat,オンバット,245,40,30,35,45,40,55,"flying,dragon",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/714.png,generation-vi,0,False,False,5,19
715,noivern,オンバーン,535,85,70,80,97,80,123,"flying,dragon",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/715.png,generation-vi,1,False,False,5,20
716,xerneas,ゼルネアス,680,126,131,95,131,98,99,fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/716.png,generation-vi,0,True,False,8,21
717,yveltal,イベルタル,680,126,131,95,131,98,99,"dark,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/717.png,generation-vi,0,True,False,6,19
718,zygarde-50,ジガルデ,600,108,100,121,81,95,95,"dragon,ground",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/718.png,generation-vi,-1,True,False,10,18
719,diancie,ディアンシー,600,50,100,150,100,150,50,"rock,fairy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/719.png,generation-vi,0,False,True,6,17
720,hoopa,フーパ,600,80,110,60,150,130,70,"psychic,ghost",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/720.png,generation-vi,0,False,True,2,12
721,volcanion,ボルケニオン,600,80,110,120,130,90,70,"fire,water",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/721.png,generation-vi,0,False,True,8,21
722,rowlet,モクロー,320,68,55,55,50,50,42,"grass,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/722.png,generation-vii,0,False,False,6,18
723,dartrix,フクスロー,420,78,75,75,70,70,52,"grass,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/723.png,generation-vii,1,False,False,11,19
724,decidueye,ジュナイパー,530,78,107,75,100,100,70,"grass,ghost",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/724.png,generation-vii,2,False,False,6,23
725,litten,ニャビー,320,45,65,40,60,40,70,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/725.png,generation-vii,0,False,False,6,7
726,torracat,ニャヒート,420,65,85,50,80,50,90,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/726.png,generation-vii,1,False,False,7,11
727,incineroar,ガオガエン,530,95,115,90,80,90,60,"fire,dark",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/727.png,generation-vii,2,False,False,8,24
728,popplio,アシマリ,320,50,54,54,66,56,40,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/728.png,generation-vii,0,False,False,4,16
729,brionne,オシャマリ,420,60,69,69,91,81,50,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/729.png,generation-vii,1,False,False,5,15
730,primarina,アシレーヌ,530,80,74,74,126,116,60,"water,fairy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/730.png,generation-vii,2,False,False,8,19
731,pikipek,ツツケラ,265,35,75,30,30,30,65,"normal,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/731.png,generation-vii,0,False,False,4,16
732,trumbeak,ケララッパ,355,55,85,50,40,50,75,"normal,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/732.png,generation-vii,1,False,False,7,23
733,toucannon,ドデカバシ,485,80,120,75,75,75,60,"normal,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/733.png,generation-vii,2,False,False,7,26
734,yungoos,ヤングース,253,48,70,30,30,30,45,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/734.png,generation-vii,0,False,False,5,17
735,gumshoos,デカグース,418,88,110,60,55,60,45,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/735.png,generation-vii,1,False,False,6,21
736,grubbin,アゴジムシ,300,47,62,45,55,45,46,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/736.png,generation-vii,0,False,False,6,20
737,charjabug,デンヂムシ,400,57,82,95,55,75,36,"bug,electric",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/737.png,generation-vii,1,False,False,7,14
738,vikavolt,クワガノン,500,77,70,90,145,75,43,"bug,electric",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/738.png,generation-vii,2,False,False,7,22
739,crabrawler,マケンカニ,338,47,82,57,42,47,63,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/739.png,generation-vii,0,False,False,8,19
740,crabominable,ケケンカニ,478,97,132,77,62,67,43,"fighting,ice",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/740.png,generation-vii,1,False,False,10,17
741,oricorio-baile,オドリドリ,476,75,70,70,98,70,93,"fire,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/741.png,generation-vii,-1,False,False,8,21
742,cutiefly,アブリー,304,40,45,40,55,40,84,"bug,fairy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/742.png,generation-vii,0,False,False,7,14
743,ribombee,アブリボン,464,60,55,60,95,70,124,"bug,fairy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/743.png,generation-vii,1,False,False,4,19
744,rockruff,イワンコ,280,45,65,40,30,40,60,rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/744.png,generation-vii,0,False,False,6,14
745,lycanroc-midday,ルガルガン,487,75,115,65,55,65,112,rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/745.png,generation-vii,-1,False,False,14,21
746,wishiwashi-solo,ヨワシ,175,45,20,20,25,25,40,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/746.png,generation-vii,-1,False,False,7,13
747,mareanie,ヒドイデ,305,50,53,62,43,52,45,"poison,water",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/747.png,generation-vii,0,False,False,5,15
748,toxapex,ドヒドイデ,495,50,63,152,53,142,35,"poison,water",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/748.png,generation-vii,1,False,False,8,21
749,mudbray,ドロバンコ,385,70,100,70,45,55,45,ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/749.png,generation-vii,0,False,False,6,24
750,mudsdale,バンバドロ,500,100,125,100,55,85,35,ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/750.png,generation-vii,1,False,False,7,26
751,dewpider,シズクモ,269,38,40,52,40,72,27,"water,bug",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/751.png,generation-vii,0,False,False,5,14
752,araquanid,オニシズクモ,454,68,70,92,50,132,42,"water,bug",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/752.png,generation-vii,1,False,False,8,21
753,fomantis,カリキリ,250,40,55,35,50,35,35,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/753.png,generation-vii,0,False,False,8,12
754,lurantis,ラランテス,480,70,105,90,80,90,45,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/754.png,generation-vii,1,False,False,8,20
755,morelull,ネマシュ,285,40,35,55,65,75,15,"grass,fairy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/755.png,generation-vii,0,False,False,5,12
756,shiinotic,マシェード,405,60,45,80,90,100,30,"grass,fairy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/756.png,generation-vii,1,False,False,7,21
757,salandit,ヤトウモリ,320,48,44,40,71,40,77,"poison,fire",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/757.png,generation-vii,0,False,False,10,21
758,salazzle,エンニュート,480,68,64,60,111,60,117,"poison,fire",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/758.png,generation-vii,1,False,False,8,13
759,stufful,ヌイコグマ,340,70,75,50,45,50,50,"normal,fighting",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/759.png,generation-vii,0,False,False,7,20
760,bewear,キテルグマ,500,120,125,80,55,60,60,"normal,fighting",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/760.png,generation-vii,1,False,False,4,19
761,bounsweet,アマカジ,210,42,30,38,30,38,32,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/761.png,generation-vii,0,False,False,8,21
762,steenee,アママイコ,290,52,40,48,40,48,62,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/762.png,generation-vii,1,False,False,6,25
763,tsareena,アマージョ,510,72,120,98,50,98,72,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/763.png,generation-vii,2,False,False,4,21
764,comfey,キュワワー,485,51,52,90,82,110,100,fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/764.png,generation-vii,0,False,False,3,20
765,oranguru,ヤレユータン,490,90,60,80,90,110,60,"normal,psychic",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/765.png,generation-vii,0,False,False,5,23
766,passimian,ナゲツケサル,490,100,120,90,40,60,80,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/766.png,generation-vii,0,False,False,6,27
767,wimpod,コソクムシ,230,25,35,40,20,30,80,"bug,water",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/767.png,generation-vii,0,False,False,5,18
768,golisopod,グソクムシャ,530,75,125,140,60,90,40,"bug,water",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/768.png,generation-vii,1,False,False,8,17
769,sandygast,スナバァ,320,55,55,80,70,45,15,"ghost,ground",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/769.png,generation-vii,0,False,False,11,21
770,palossand,シロデスナ,480,85,75,110,100,75,35,"ghost,ground",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/770.png,generation-vii,1,False,False,9,21
771,pyukumuku,ナマコブシ,410,55,60,130,30,130,5,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/771.png,generation-vii,0,False,False,7,23
772,type-null,タイプ：ヌル,534,95,95,95,95,95,59,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/772.png,generation-vii,0,False,False,9,18
773,silvally,シルヴァディ,570,95,95,95,95,95,95,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/773.png,generation-vii,1,True,False,7,17
774,minior-red-meteor,メテノ,440,60,60,100,60,100,60,"rock,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/774.png,generation-vii,-1,False,False,10,13
775,komala,ネッコアラ,480,65,115,65,75,95,65,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/775.png,generation-vii,0,False,False,4,22
776,turtonator,バクガメス,485,60,78,135,91,85,36,"fire,dragon",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/776.png,generation-vii,0,False,False,8,24
777,togedemaru,トゲデマル,435,65,98,63,40,73,96,"electric,steel",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/777.png,generation-vii,0,False,False,8,24
778,mimikyu-disguised,ミミッキュ,476,55,90,80,50,105,96,"ghost,fairy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/778.png,generation-vii,-1,False,False,11,7
779,bruxish,ハギギシリ,475,68,105,70,70,70,92,"water,psychic",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/779.png,generation-vii,0,False,False,8,16
780,drampa,ジジーロン,485,78,60,85,135,91,36,"normal,dragon",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/780.png,generation-vii,0,False,False,6,14
781,dhelmise,ダダリン,517,70,131,100,86,90,40,"ghost,grass",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/781.png,generation-vii,0,False,False,7,17
782,jangmo-o,ジャラコ,300,45,55,65,45,45,45,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/782.png,generation-vii,0,False,False,5,14
783,hakamo-o,ジャランゴ,420,55,75,90,65,70,65,"dragon,fighting",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/783.png,generation-vii,1,False,False,3,16
784,kommo-o,ジャラランガ,600,75,110,125,100,105,85,"dragon,fighting",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/784.png,generation-vii,2,False,False,2,23
785,tapu-koko,カプ・コケコ,570,70,115,85,95,75,130,"electric,fairy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/785.png,generation-vii,0,True,False,5,24
786,tapu-lele,カプ・テテフ,570,70,85,75,130,115,95,"psychic,fairy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/786.png,generation-vii,0,True,False,6,21
